#timestamp,constant_power_B
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,775+j254.73
2025-01-01 00:02:00.00 PST,774+j254.401
2025-01-01 00:03:00.00 PST,773+j254.073
2025-01-01 00:04:00.00 PST,772+j253.744
2025-01-01 00:05:00.00 PST,779+j256.045
2025-01-01 00:06:00.00 PST,756+j248.485
2025-01-01 00:07:00.00 PST,654+j214.959
2025-01-01 00:08:00.00 PST,632+j207.728
2025-01-01 00:09:00.00 PST,610+j200.497
2025-01-01 00:10:00.02 PST,620+j203.784
2025-01-01 00:11:00.02 PST,620+j203.784
2025-01-01 00:12:00.02 PST,620+j203.784
2025-01-01 00:13:00.02 PST,620+j203.784
2025-01-01 00:14:00.02 PST,620+j203.784
2025-01-01 00:15:00.02 PST,762+j250.457
2025-01-01 00:16:00.02 PST,924+j303.704
2025-01-01 00:17:00.02 PST,1076+j353.664
2025-01-01 00:18:00.02 PST,1218+j400.337
2025-01-01 00:19:00.02 PST,1350+j443.724
2025-01-01 00:20:00.02 PST,1316+j432.548
2025-01-01 00:21:00.02 PST,1117+j367.14
2025-01-01 00:22:00.02 PST,926+j304.361
2025-01-01 00:23:00.02 PST,745+j244.87
2025-01-01 00:24:00.02 PST,554+j182.091
2025-01-01 00:25:00.02 PST,564.857+j185.66
2025-01-01 00:26:00.02 PST,575.714+j189.228
2025-01-01 00:27:00.02 PST,582.571+j191.482
2025-01-01 00:28:00.02 PST,579.429+j190.449
2025-01-01 00:29:00.02 PST,596.286+j195.99
2025-01-01 00:30:00.02 PST,607.143+j199.558
2025-01-01 00:31:00.02 PST,628+j206.414
2025-01-01 00:32:00.02 PST,639+j210.029
2025-01-01 00:33:00.02 PST,650+j213.645
2025-01-01 00:34:00.02 PST,661+j217.26
2025-01-01 00:35:00.02 PST,670+j220.218
2025-01-01 00:36:00.02 PST,669+j219.89
2025-01-01 00:37:00.02 PST,671+j220.547
2025-01-01 00:38:00.02 PST,663+j217.918
2025-01-01 00:39:00.02 PST,675+j221.862
2025-01-01 00:40:00.02 PST,675+j221.862
2025-01-01 00:41:00.02 PST,675+j221.862
2025-01-01 00:42:00.02 PST,665+j218.575
2025-01-01 00:43:00.02 PST,665+j218.575
2025-01-01 00:44:00.02 PST,675+j221.862
2025-01-01 00:45:00.02 PST,665+j218.575
2025-01-01 00:46:00.02 PST,655+j215.288
2025-01-01 00:47:00.02 PST,683+j224.491
2025-01-01 00:48:00.02 PST,701+j230.408
2025-01-01 00:49:00.02 PST,719+j236.324
2025-01-01 00:50:00.02 PST,747+j245.527
2025-01-01 00:51:00.02 PST,765+j251.443
2025-01-01 00:52:00.02 PST,758+j249.143
2025-01-01 00:53:00.02 PST,761+j250.129
2025-01-01 00:54:00.02 PST,764+j251.115
2025-01-01 00:55:00.02 PST,767+j252.101
2025-01-01 00:56:00.02 PST,780+j256.374
2025-01-01 00:57:00.02 PST,771+j253.415
2025-01-01 00:58:00.02 PST,772+j253.744
2025-01-01 00:59:00.02 PST,873+j286.941
2025-01-01 01:00:00.02 PST,864+j283.983
2025-01-01 01:01:00.02 PST,855+j281.025
2025-01-01 01:02:00.02 PST,854+j280.696
2025-01-01 01:03:00.02 PST,793+j260.646
2025-01-01 01:04:00.02 PST,782+j257.031
2025-01-01 01:05:00.02 PST,781+j256.702
2025-01-01 01:06:00.02 PST,780+j256.374
2025-01-01 01:07:00.02 PST,775+j254.73
2025-01-01 01:08:00.02 PST,780+j256.374
2025-01-01 01:09:00.02 PST,765+j251.443
2025-01-01 01:10:00.02 PST,760+j249.8
2025-01-01 01:11:00.02 PST,765+j251.443
2025-01-01 01:12:00.02 PST,765+j251.443
2025-01-01 01:13:00.02 PST,755+j248.156
2025-01-01 01:14:00.02 PST,755+j248.156
2025-01-01 01:15:00.02 PST,755+j248.156
2025-01-01 01:16:00.02 PST,765+j251.443
2025-01-01 01:17:00.02 PST,736+j241.912
2025-01-01 01:18:00.02 PST,717+j235.667
2025-01-01 01:19:00.02 PST,698+j229.422
2025-01-01 01:20:00.02 PST,689+j226.463
2025-01-01 01:21:00.02 PST,660+j216.932
2025-01-01 01:22:00.02 PST,655+j215.288
2025-01-01 01:23:00.02 PST,630+j207.071
2025-01-01 01:24:00.02 PST,615+j202.141
2025-01-01 01:25:00.02 PST,600+j197.21
2025-01-01 01:26:00.02 PST,575+j188.993
2025-01-01 01:27:00.02 PST,598+j196.553
2025-01-01 01:28:00.02 PST,611+j200.826
2025-01-01 01:29:00.02 PST,624+j205.099
2025-01-01 01:30:00.02 PST,637+j209.372
2025-01-01 01:31:00.02 PST,650+j213.645
2025-01-01 01:32:00.02 PST,571+j187.679
2025-01-01 01:33:00.02 PST,582+j191.294
2025-01-01 01:34:00.02 PST,573+j188.336
2025-01-01 01:35:00.02 PST,584+j191.952
2025-01-01 01:36:00.02 PST,575+j188.993
2025-01-01 01:37:00.02 PST,574+j188.665
2025-01-01 01:38:00.02 PST,573+j188.336
2025-01-01 01:39:00.02 PST,572+j188.007
2025-01-01 01:40:00.02 PST,581+j190.965
2025-01-01 01:41:00.02 PST,570+j187.35
2025-01-01 01:42:00.02 PST,568+j186.693
2025-01-01 01:43:00.02 PST,566+j186.035
2025-01-01 01:44:00.02 PST,564+j185.378
2025-01-01 01:45:00.02 PST,572+j188.007
2025-01-01 01:46:00.02 PST,560+j184.063
2025-01-01 01:47:00.02 PST,562+j184.72
2025-01-01 01:48:00.02 PST,564+j185.378
2025-01-01 01:49:00.02 PST,566+j186.035
2025-01-01 01:50:00.02 PST,568+j186.693
2025-01-01 01:51:00.02 PST,570+j187.35
2025-01-01 01:52:00.02 PST,562+j184.72
2025-01-01 01:53:00.02 PST,554+j182.091
2025-01-01 01:54:00.02 PST,556+j182.748
2025-01-01 01:55:00.02 PST,548+j180.119
2025-01-01 01:56:00.02 PST,610+j200.497
2025-01-01 01:57:00.02 PST,599+j196.882
2025-01-01 01:58:00.02 PST,598+j196.553
2025-01-01 01:59:00.02 PST,717+j235.667
2025-01-01 02:00:00.02 PST,666+j218.904
2025-01-01 02:01:00.02 PST,605+j198.854
2025-01-01 02:02:00.02 PST,580+j190.637
2025-01-01 02:03:00.02 PST,565+j185.707
2025-01-01 02:04:00.02 PST,430+j141.334
2025-01-01 02:05:00.02 PST,415+j136.404
2025-01-01 02:06:00.02 PST,450+j147.908
2025-01-01 02:07:00.02 PST,450.5+j148.072
2025-01-01 02:08:00.02 PST,431+j141.663
2025-01-01 02:09:00.02 PST,421.5+j138.54
2025-01-01 02:10:00.02 PST,352+j115.697
2025-01-01 02:11:00.02 PST,348.333+j114.492
2025-01-01 02:12:00.02 PST,344.667+j113.287
2025-01-01 02:13:00.02 PST,331+j108.794
2025-01-01 02:14:00.02 PST,337.333+j110.876
2025-01-01 02:15:00.02 PST,333.667+j109.671
2025-01-01 02:16:00.02 PST,330+j108.466
2025-01-01 02:17:00.02 PST,342+j112.41
2025-01-01 02:18:00.02 PST,354+j116.354
2025-01-01 02:19:00.02 PST,366+j120.298
2025-01-01 02:20:00.02 PST,378+j124.243
2025-01-01 02:21:00.02 PST,390+j128.187
