#timestamp,constant_power_B
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,3327+j1093.53
2025-01-01 00:02:00.00 PST,3356+j1103.06
2025-01-01 00:03:00.00 PST,3414+j1122.13
2025-01-01 00:04:00.00 PST,5244+j1723.62
2025-01-01 00:05:00.00 PST,5204+j1710.47
2025-01-01 00:06:00.00 PST,5164+j1697.33
2025-01-01 00:07:00.00 PST,5124+j1684.18
2025-01-01 00:08:00.00 PST,5074+j1667.74
2025-01-01 00:09:00.00 PST,5074+j1667.74
2025-01-01 00:10:00.02 PST,5094+j1674.32
2025-01-01 00:11:00.02 PST,4694+j1542.84
2025-01-01 00:12:00.02 PST,4992+j1640.79
2025-01-01 00:13:00.02 PST,4971+j1633.89
2025-01-01 00:14:00.02 PST,4999+j1643.09
2025-01-01 00:15:00.02 PST,5097+j1675.3
2025-01-01 00:16:00.02 PST,5045+j1658.21
2025-01-01 00:17:00.02 PST,5044+j1657.88
2025-01-01 00:18:00.02 PST,5064+j1664.46
2025-01-01 00:19:00.02 PST,5064+j1664.46
2025-01-01 00:20:00.02 PST,5068+j1665.77
2025-01-01 00:21:00.02 PST,2503+j822.696
2025-01-01 00:22:00.02 PST,2462+j809.22
2025-01-01 00:23:00.02 PST,2452+j805.933
2025-01-01 00:24:00.02 PST,2427+j797.716
2025-01-01 00:25:00.02 PST,2511+j825.326
2025-01-01 00:26:00.02 PST,2413+j793.115
2025-01-01 00:27:00.02 PST,2470+j811.85
2025-01-01 00:28:00.02 PST,2476+j813.822
2025-01-01 00:29:00.02 PST,2592+j851.949
2025-01-01 00:30:00.02 PST,2607+j856.879
2025-01-01 00:31:00.02 PST,2612+j858.523
2025-01-01 00:32:00.02 PST,2527+j830.585
2025-01-01 00:33:00.02 PST,2542+j835.515
2025-01-01 00:34:00.02 PST,2636+j866.411
2025-01-01 00:35:00.02 PST,2600+j854.579
2025-01-01 00:36:00.02 PST,2704+j888.762
2025-01-01 00:37:00.02 PST,2916+j958.443
2025-01-01 00:38:00.02 PST,2929+j962.716
2025-01-01 00:39:00.02 PST,2980+j979.479
2025-01-01 00:40:00.02 PST,3010+j989.339
2025-01-01 00:41:00.02 PST,3109+j1021.88
2025-01-01 00:42:00.02 PST,3108+j1021.55
2025-01-01 00:43:00.02 PST,3116+j1024.18
2025-01-01 00:44:00.02 PST,3105+j1020.56
2025-01-01 00:45:00.02 PST,3004+j987.367
2025-01-01 00:46:00.02 PST,2898+j952.527
2025-01-01 00:47:00.02 PST,2672+j878.244
2025-01-01 00:48:00.02 PST,2736+j899.28
2025-01-01 00:49:00.02 PST,2430+j798.702
2025-01-01 00:50:00.02 PST,2314+j760.575
2025-01-01 00:51:00.02 PST,2322+j763.204
2025-01-01 00:52:00.02 PST,2414+j793.443
2025-01-01 00:53:00.02 PST,2406+j790.814
2025-01-01 00:54:00.02 PST,2404+j790.157
2025-01-01 00:55:00.02 PST,3311+j1088.27
2025-01-01 00:56:00.02 PST,3397+j1116.54
2025-01-01 00:57:00.02 PST,3294+j1082.68
2025-01-01 00:58:00.02 PST,3292+j1082.03
2025-01-01 00:59:00.02 PST,3289+j1081.04
2025-01-01 01:00:00.02 PST,3276+j1076.77
2025-01-01 01:01:00.02 PST,3266+j1073.48
2025-01-01 01:02:00.02 PST,3175+j1043.57
2025-01-01 01:03:00.02 PST,3274+j1076.11
2025-01-01 01:04:00.02 PST,2788+j916.371
2025-01-01 01:05:00.02 PST,2688+j883.503
2025-01-01 01:06:00.02 PST,2688+j883.503
2025-01-01 01:07:00.02 PST,2799+j919.987
2025-01-01 01:08:00.02 PST,2710+j890.734
2025-01-01 01:09:00.02 PST,2716+j892.706
2025-01-01 01:10:00.02 PST,2721+j894.349
2025-01-01 01:11:00.02 PST,2732+j897.965
2025-01-01 01:12:00.02 PST,2736+j899.28
2025-01-01 01:13:00.02 PST,2740+j900.594
2025-01-01 01:14:00.02 PST,2744+j901.909
2025-01-01 01:15:00.02 PST,2748+j903.224
2025-01-01 01:16:00.02 PST,2751+j904.21
2025-01-01 01:17:00.02 PST,2756+j905.853
2025-01-01 01:18:00.02 PST,2762+j907.825
2025-01-01 01:19:00.02 PST,2766+j909.14
2025-01-01 01:20:00.02 PST,2871+j943.652
2025-01-01 01:21:00.02 PST,3277+j1077.1
2025-01-01 01:22:00.02 PST,3161+j1038.97
2025-01-01 01:23:00.02 PST,3155+j1037
2025-01-01 01:24:00.02 PST,3049+j1002.16
2025-01-01 01:25:00.02 PST,3053+j1003.47
2025-01-01 01:26:00.02 PST,2942+j966.989
2025-01-01 01:27:00.02 PST,2933+j964.03
2025-01-01 01:28:00.02 PST,4634+j1523.12
