#timestamp,constant_power_C
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,899+j295.487
2025-01-01 00:02:00.00 PST,926+j304.361
2025-01-01 00:03:00.00 PST,960+j315.537
2025-01-01 00:04:00.00 PST,984+j323.425
2025-01-01 00:05:00.00 PST,1219+j400.666
2025-01-01 00:06:00.00 PST,1421+j467.06
2025-01-01 00:07:00.00 PST,1623+j533.454
2025-01-01 00:08:00.00 PST,2020+j663.942
2025-01-01 00:09:00.00 PST,2452+j805.933
2025-01-01 00:10:00.02 PST,2434+j800.017
2025-01-01 00:11:00.02 PST,2445.5+j803.797
2025-01-01 00:12:00.02 PST,2437+j801.003
2025-01-01 00:13:00.02 PST,2222.5+j730.5
2025-01-01 00:14:00.02 PST,1928+j633.703
2025-01-01 00:15:00.02 PST,2027+j666.243
2025-01-01 00:16:00.02 PST,2008+j659.998
2025-01-01 00:17:00.02 PST,2009+j660.326
2025-01-01 00:18:00.02 PST,1836+j603.464
2025-01-01 00:19:00.02 PST,1613+j530.167
2025-01-01 00:20:00.02 PST,1402+j460.815
2025-01-01 00:21:00.02 PST,1209+j397.379
2025-01-01 00:22:00.02 PST,986+j324.083
2025-01-01 00:23:00.02 PST,987+j324.411
2025-01-01 00:24:00.02 PST,988+j324.74
2025-01-01 00:25:00.02 PST,995+j327.041
2025-01-01 00:26:00.02 PST,998+j328.027
2025-01-01 00:27:00.02 PST,1001+j329.013
2025-01-01 00:28:00.02 PST,1020+j335.258
2025-01-01 00:29:00.02 PST,1039+j341.503
2025-01-01 00:30:00.02 PST,1055+j346.762
2025-01-01 00:31:00.02 PST,1072+j352.349
2025-01-01 00:32:00.02 PST,1088+j357.608
2025-01-01 00:33:00.02 PST,1087+j357.28
2025-01-01 00:34:00.02 PST,1086+j356.951
2025-01-01 00:35:00.02 PST,1175+j386.204
2025-01-01 00:36:00.02 PST,1162+j381.931
2025-01-01 00:37:00.02 PST,1149+j377.658
2025-01-01 00:38:00.02 PST,1130+j371.413
2025-01-01 00:39:00.02 PST,1111+j365.168
2025-01-01 00:40:00.02 PST,1091+j358.594
2025-01-01 00:41:00.02 PST,1062+j349.063
2025-01-01 00:42:00.02 PST,1033+j339.531
2025-01-01 00:43:00.02 PST,1032+j339.202
2025-01-01 00:44:00.02 PST,1011+j332.3
2025-01-01 00:45:00.02 PST,999+j328.355
2025-01-01 00:46:00.02 PST,908+j298.445
2025-01-01 00:47:00.02 PST,907+j298.116
2025-01-01 00:48:00.02 PST,886+j291.214
2025-01-01 00:49:00.02 PST,795+j261.304
2025-01-01 00:50:00.02 PST,785+j258.017
2025-01-01 00:51:00.02 PST,795+j261.304
2025-01-01 00:52:00.02 PST,790+j259.66
2025-01-01 00:53:00.02 PST,782+j257.031
2025-01-01 00:54:00.02 PST,779+j256.045
2025-01-01 00:55:00.02 PST,786+j258.346
2025-01-01 00:56:00.02 PST,762+j250.457
2025-01-01 00:57:00.02 PST,748+j245.856
2025-01-01 00:58:00.02 PST,737+j242.24
2025-01-01 00:59:00.02 PST,726+j238.625
2025-01-01 01:00:00.02 PST,715+j235.009
2025-01-01 01:01:00.02 PST,901+j296.144
2025-01-01 01:02:00.02 PST,1207+j396.722
2025-01-01 01:03:00.02 PST,1423+j467.717
2025-01-01 01:04:00.02 PST,1599+j525.566
2025-01-01 01:05:00.02 PST,1785+j586.701
2025-01-01 01:06:00.02 PST,1784+j586.372
2025-01-01 01:07:00.02 PST,1783+j586.044
2025-01-01 01:08:00.02 PST,1784+j586.372
2025-01-01 01:09:00.02 PST,1805+j593.275
2025-01-01 01:10:00.02 PST,1806+j593.603
2025-01-01 01:11:00.02 PST,1608+j528.524
2025-01-01 01:12:00.02 PST,1410+j463.445
2025-01-01 01:13:00.02 PST,1151+j378.315
2025-01-01 01:14:00.02 PST,952+j312.907
2025-01-01 01:15:00.02 PST,742+j243.884
2025-01-01 01:16:00.02 PST,741+j243.555
2025-01-01 01:17:00.02 PST,740+j243.226
2025-01-01 01:18:00.02 PST,737+j242.24
2025-01-01 01:19:00.02 PST,734+j241.254
2025-01-01 01:20:00.02 PST,732+j240.597
2025-01-01 01:21:00.02 PST,721+j236.981
2025-01-01 01:22:00.02 PST,790+j259.66
2025-01-01 01:23:00.02 PST,790+j259.66
2025-01-01 01:24:00.02 PST,790+j259.66
2025-01-01 01:25:00.02 PST,790+j259.66
2025-01-01 01:26:00.02 PST,808+j265.577
2025-01-01 01:27:00.02 PST,806+j264.919
2025-01-01 01:28:00.02 PST,815+j267.878
2025-01-01 01:29:00.02 PST,834+j274.123
2025-01-01 01:30:00.02 PST,832+j273.465
2025-01-01 01:31:00.02 PST,833+j273.794
2025-01-01 01:32:00.02 PST,824+j270.836
2025-01-01 01:33:00.02 PST,833+j273.794
2025-01-01 01:34:00.02 PST,822+j270.178
2025-01-01 01:35:00.02 PST,832+j273.465
2025-01-01 01:36:00.02 PST,831+j273.136
2025-01-01 01:37:00.02 PST,850+j279.381
2025-01-01 01:38:00.02 PST,845+j277.738
2025-01-01 01:39:00.02 PST,850+j279.381
2025-01-01 01:40:00.02 PST,777+j255.388
2025-01-01 01:41:00.02 PST,764+j251.115
2025-01-01 01:42:00.02 PST,771+j253.415
2025-01-01 01:43:00.02 PST,757+j248.814
2025-01-01 01:44:00.02 PST,743+j244.212
2025-01-01 01:45:00.02 PST,747+j245.527
2025-01-01 01:46:00.02 PST,748+j245.856
2025-01-01 01:47:00.02 PST,749+j246.184
2025-01-01 01:48:00.02 PST,742+j243.884
2025-01-01 01:49:00.02 PST,735+j241.583
2025-01-01 01:50:00.02 PST,828+j272.15
2025-01-01 01:51:00.02 PST,805+j264.591
2025-01-01 01:52:00.02 PST,802+j263.605
2025-01-01 01:53:00.02 PST,1021+j335.586
2025-01-01 01:54:00.02 PST,1250+j410.855
2025-01-01 01:55:00.02 PST,1449+j476.263
2025-01-01 01:56:00.02 PST,1657+j544.63
2025-01-01 01:57:00.02 PST,1775+j583.414
2025-01-01 01:58:00.02 PST,1770+j581.771
2025-01-01 01:59:00.02 PST,1765+j580.127
2025-01-01 02:00:00.02 PST,1771+j582.1
2025-01-01 02:01:00.02 PST,1781+j585.386
2025-01-01 02:02:00.02 PST,1791+j588.673
2025-01-01 02:03:00.02 PST,1582+j519.978
2025-01-01 02:04:00.02 PST,1383+j454.57
2025-01-01 02:05:00.02 PST,1192+j391.791
2025-01-01 02:06:00.02 PST,985+j323.754
2025-01-01 02:07:00.02 PST,788+j259.003
2025-01-01 02:08:00.02 PST,785+j258.017
2025-01-01 02:09:00.02 PST,782+j257.031
2025-01-01 02:10:00.02 PST,779+j256.045
2025-01-01 02:11:00.02 PST,786+j258.346
2025-01-01 02:12:00.02 PST,783+j257.36
2025-01-01 02:13:00.02 PST,769+j252.758
2025-01-01 02:14:00.02 PST,795+j261.304
2025-01-01 02:15:00.02 PST,873+j286.941
2025-01-01 02:16:00.02 PST,883+j290.228
2025-01-01 02:17:00.02 PST,893+j293.515
2025-01-01 02:18:00.02 PST,910+j299.103
2025-01-01 02:19:00.02 PST,907+j298.116
2025-01-01 02:20:00.02 PST,918+j301.732
2025-01-01 02:21:00.02 PST,918+j301.732
2025-01-01 02:22:00.02 PST,938+j308.306
2025-01-01 02:23:00.02 PST,917+j301.403
2025-01-01 02:24:00.02 PST,906+j297.788
2025-01-01 02:25:00.02 PST,815+j267.878
2025-01-01 02:26:00.02 PST,815+j267.878
2025-01-01 02:27:00.02 PST,825+j271.164
2025-01-01 02:28:00.02 PST,814+j267.549
2025-01-01 02:29:00.02 PST,893+j293.515
2025-01-01 02:30:00.02 PST,892+j293.186
