#timestamp,constant_power_C
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,2551.33+j838.583
2025-01-01 00:02:00.00 PST,1850+j608.066
2025-01-01 00:03:00.00 PST,1850.67+j608.285
2025-01-01 00:04:00.00 PST,1951.33+j641.372
2025-01-01 00:05:00.00 PST,1852+j608.723
2025-01-01 00:06:00.00 PST,1952.67+j641.811
2025-01-01 00:07:00.00 PST,1853.33+j609.161
2025-01-01 00:08:00.00 PST,1852.67+j608.942
2025-01-01 00:09:00.00 PST,1849.33+j607.846
2025-01-01 00:10:00.02 PST,1846+j606.751
2025-01-01 00:11:00.02 PST,1842.67+j605.655
2025-01-01 00:12:00.02 PST,1839.33+j604.56
2025-01-01 00:13:00.02 PST,937.333+j308.086
2025-01-01 00:14:00.02 PST,940.667+j309.182
2025-01-01 00:15:00.02 PST,944+j310.278
2025-01-01 00:16:00.02 PST,947.333+j311.373
2025-01-01 00:17:00.02 PST,950.667+j312.469
2025-01-01 00:18:00.02 PST,952.667+j313.127
2025-01-01 00:19:00.02 PST,952+j312.907
2025-01-01 00:20:00.02 PST,951.333+j312.688
2025-01-01 00:21:00.02 PST,951.333+j312.688
2025-01-01 00:22:00.02 PST,951.333+j312.688
2025-01-01 00:23:00.02 PST,946.667+j311.154
2025-01-01 00:24:00.02 PST,942+j309.62
2025-01-01 00:25:00.02 PST,937.333+j308.086
2025-01-01 00:26:00.02 PST,931.333+j306.114
2025-01-01 00:27:00.02 PST,925.333+j304.142
2025-01-01 00:28:00.02 PST,924+j303.704
2025-01-01 00:29:00.02 PST,927.333+j304.8
2025-01-01 00:30:00.02 PST,930.667+j305.895
2025-01-01 00:31:00.02 PST,934.667+j307.21
2025-01-01 00:32:00.02 PST,938.667+j308.525
2025-01-01 00:33:00.02 PST,942.667+j309.84
2025-01-01 00:34:00.02 PST,942+j309.62
2025-01-01 00:35:00.02 PST,941.333+j309.401
2025-01-01 00:36:00.02 PST,940.667+j309.182
2025-01-01 00:37:00.02 PST,940+j308.963
2025-01-01 00:38:00.02 PST,940.667+j309.182
2025-01-01 00:39:00.02 PST,919.333+j302.17
2025-01-01 00:40:00.02 PST,898+j295.158
2025-01-01 00:41:00.02 PST,876.667+j288.147
2025-01-01 00:42:00.02 PST,855.333+j281.134
2025-01-01 00:43:00.02 PST,833.333+j273.903
2025-01-01 00:44:00.02 PST,832.667+j273.684
2025-01-01 00:45:00.02 PST,832+j273.465
2025-01-01 00:46:00.02 PST,831.333+j273.246
2025-01-01 00:47:00.02 PST,830.667+j273.027
2025-01-01 00:48:00.02 PST,829.333+j272.589
2025-01-01 00:49:00.02 PST,826.667+j271.712
2025-01-01 00:50:00.02 PST,824+j270.836
2025-01-01 00:51:00.02 PST,821.333+j269.959
2025-01-01 00:52:00.02 PST,818.667+j269.083
2025-01-01 00:53:00.02 PST,816.667+j268.425
2025-01-01 00:54:00.02 PST,816.667+j268.425
2025-01-01 00:55:00.02 PST,816.667+j268.425
2025-01-01 00:56:00.02 PST,816.667+j268.425
2025-01-01 00:57:00.02 PST,816.667+j268.425
2025-01-01 00:58:00.02 PST,917.333+j301.513
2025-01-01 00:59:00.02 PST,818+j268.864
2025-01-01 01:00:00.02 PST,818.667+j269.083
2025-01-01 01:01:00.02 PST,819.333+j269.302
2025-01-01 01:02:00.02 PST,820+j269.521
2025-01-01 01:03:00.02 PST,826+j271.493
2025-01-01 01:04:00.02 PST,832+j273.465
2025-01-01 01:05:00.02 PST,838+j275.437
2025-01-01 01:06:00.02 PST,850+j279.381
2025-01-01 01:07:00.02 PST,862+j283.326
2025-01-01 01:08:00.02 PST,870.667+j286.174
2025-01-01 01:09:00.02 PST,879.333+j289.023
2025-01-01 01:10:00.02 PST,988+j324.74
2025-01-01 01:11:00.02 PST,2090+j686.95
2025-01-01 01:12:00.02 PST,1892+j621.87
2025-01-01 01:13:00.02 PST,1990+j654.081
2025-01-01 01:14:00.02 PST,1888+j620.556
2025-01-01 01:15:00.02 PST,1886+j619.898
2025-01-01 01:16:00.02 PST,1884.67+j619.46
2025-01-01 01:17:00.02 PST,1883.33+j619.022
2025-01-01 01:18:00.02 PST,1874.67+j616.173
