#timestamp,constant_power_B
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,1140+j374.7
2025-01-01 00:02:00.00 PST,1152+j378.644
2025-01-01 00:03:00.00 PST,1140+j374.7
2025-01-01 00:04:00.00 PST,1190+j391.134
2025-01-01 00:05:00.00 PST,1170+j384.56
2025-01-01 00:06:00.00 PST,1190+j391.134
2025-01-01 00:07:00.00 PST,1180+j387.847
2025-01-01 00:08:00.00 PST,1180+j387.847
2025-01-01 00:09:00.00 PST,1130+j371.413
2025-01-01 00:10:00.02 PST,1190+j391.134
2025-01-01 00:11:00.02 PST,1200+j394.421
2025-01-01 00:12:00.02 PST,1190+j391.134
2025-01-01 00:13:00.02 PST,1180+j387.847
2025-01-01 00:14:00.02 PST,1170+j384.56
2025-01-01 00:15:00.02 PST,1180+j387.847
2025-01-01 00:16:00.02 PST,1217+j400.009
2025-01-01 00:17:00.02 PST,1195+j392.778
2025-01-01 00:18:00.02 PST,1153+j378.973
2025-01-01 00:19:00.02 PST,1171+j384.889
2025-01-01 00:20:00.02 PST,1179+j387.519
2025-01-01 00:21:00.02 PST,1157+j380.288
2025-01-01 00:22:00.02 PST,1075+j353.335
2025-01-01 00:23:00.02 PST,1143+j375.686
2025-01-01 00:24:00.02 PST,1131+j371.742
2025-01-01 00:25:00.02 PST,1199+j394.092
2025-01-01 00:26:00.02 PST,1195+j392.778
2025-01-01 00:27:00.02 PST,1241+j407.897
2025-01-01 00:28:00.02 PST,1185+j389.491
2025-01-01 00:29:00.02 PST,1199+j394.092
2025-01-01 00:30:00.02 PST,1223+j401.981
2025-01-01 00:31:00.02 PST,1277+j419.73
2025-01-01 00:32:00.02 PST,1251+j411.184
2025-01-01 00:33:00.02 PST,1225+j402.638
2025-01-01 00:34:00.02 PST,1209+j397.379
2025-01-01 00:35:00.02 PST,1163+j382.26
2025-01-01 00:36:00.02 PST,1247+j409.869
2025-01-01 00:37:00.02 PST,1223+j401.981
2025-01-01 00:38:00.02 PST,1169+j384.232
2025-01-01 00:39:00.02 PST,1175+j386.204
2025-01-01 00:40:00.02 PST,1151+j378.315
2025-01-01 00:41:00.02 PST,1077+j353.993
2025-01-01 00:42:00.02 PST,1119+j367.798
2025-01-01 00:43:00.02 PST,1121+j368.455
2025-01-01 00:44:00.02 PST,1133+j372.399
