#timestamp,constant_power_A
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,990+j325.397
2025-01-01 00:02:00.00 PST,1270+j417.429
2025-01-01 00:03:00.00 PST,1240+j407.568
2025-01-01 00:04:00.00 PST,1240+j407.568
2025-01-01 00:05:00.00 PST,1230+j404.281
2025-01-01 00:06:00.00 PST,1240+j407.568
2025-01-01 00:07:00.00 PST,1254+j412.17
2025-01-01 00:08:00.00 PST,1268+j416.771
2025-01-01 00:09:00.00 PST,1312+j431.234
2025-01-01 00:10:00.02 PST,1326+j435.835
2025-01-01 00:11:00.02 PST,1330+j437.15
2025-01-01 00:12:00.02 PST,1304+j428.604
2025-01-01 00:13:00.02 PST,1878+j617.269
2025-01-01 00:14:00.02 PST,2662+j874.957
2025-01-01 00:15:00.02 PST,2826+j928.861
2025-01-01 00:16:00.02 PST,2730+j897.308
2025-01-01 00:17:00.02 PST,2108+j692.866
2025-01-01 00:18:00.02 PST,1726+j567.309
2025-01-01 00:19:00.02 PST,1704+j560.078
2025-01-01 00:20:00.02 PST,1122+j368.784
2025-01-01 00:21:00.02 PST,1130+j371.413
2025-01-01 00:22:00.02 PST,1120+j368.126
2025-01-01 00:23:00.02 PST,1120+j368.126
2025-01-01 00:24:00.02 PST,840+j276.095
2025-01-01 00:25:00.02 PST,900+j295.816
2025-01-01 00:26:00.02 PST,1100+j361.553
2025-01-01 00:27:00.02 PST,1150+j377.987
2025-01-01 00:28:00.02 PST,1080+j354.979
2025-01-01 00:29:00.02 PST,1090+j358.266
2025-01-01 00:30:00.02 PST,1100+j361.553
2025-01-01 00:31:00.02 PST,1090+j358.266
2025-01-01 00:32:00.02 PST,1090+j358.266
2025-01-01 00:33:00.02 PST,1390+j456.871
2025-01-01 00:34:00.02 PST,1990+j654.081
2025-01-01 00:35:00.02 PST,2000+j657.368
2025-01-01 00:36:00.02 PST,1620+j532.468
2025-01-01 00:37:00.02 PST,1630+j535.755
2025-01-01 00:38:00.02 PST,1350+j443.724
2025-01-01 00:39:00.02 PST,1610+j529.181
2025-01-01 00:40:00.02 PST,1400+j460.158
2025-01-01 00:41:00.02 PST,800+j262.947
2025-01-01 00:42:00.02 PST,828+j272.15
2025-01-01 00:43:00.02 PST,926+j304.361
2025-01-01 00:44:00.02 PST,964+j316.851
2025-01-01 00:45:00.02 PST,972+j319.481
2025-01-01 00:46:00.02 PST,990+j325.397
2025-01-01 00:47:00.02 PST,1000+j328.684
2025-01-01 00:48:00.02 PST,990+j325.397
2025-01-01 00:49:00.02 PST,700+j230.079
2025-01-01 00:50:00.02 PST,1340+j440.437
2025-01-01 00:51:00.02 PST,1400+j460.158
2025-01-01 00:52:00.02 PST,1408+j462.787
2025-01-01 00:53:00.02 PST,1976+j649.48
2025-01-01 00:54:00.02 PST,1974+j648.822
2025-01-01 00:55:00.02 PST,1982+j651.452
2025-01-01 00:56:00.02 PST,1320+j433.863
2025-01-01 00:57:00.02 PST,1320+j433.863
2025-01-01 00:58:00.02 PST,1320+j433.863
2025-01-01 00:59:00.02 PST,700+j230.079
2025-01-01 01:00:00.02 PST,700+j230.079
2025-01-01 01:01:00.02 PST,700+j230.079
2025-01-01 01:02:00.02 PST,684+j224.82
2025-01-01 01:03:00.02 PST,1288+j423.345
2025-01-01 01:04:00.02 PST,1262+j414.799
2025-01-01 01:05:00.02 PST,1266+j416.114
2025-01-01 01:06:00.02 PST,610+j200.497
2025-01-01 01:07:00.02 PST,1170+j384.56
2025-01-01 01:08:00.02 PST,1250+j410.855
2025-01-01 01:09:00.02 PST,1260+j414.142
2025-01-01 01:10:00.02 PST,1280+j420.716
2025-01-01 01:11:00.02 PST,1270+j417.429
2025-01-01 01:12:00.02 PST,1288+j423.345
2025-01-01 01:13:00.02 PST,1256+j412.827
2025-01-01 01:14:00.02 PST,1264+j415.457
2025-01-01 01:15:00.02 PST,1302+j427.947
2025-01-01 01:16:00.02 PST,1420+j466.731
2025-01-01 01:17:00.02 PST,1420+j466.731
2025-01-01 01:18:00.02 PST,1420+j466.731
2025-01-01 01:19:00.02 PST,1350+j443.724
2025-01-01 01:20:00.02 PST,1460+j479.879
2025-01-01 01:21:00.02 PST,1460+j479.879
2025-01-01 01:22:00.02 PST,780+j256.374
2025-01-01 01:23:00.02 PST,830+j272.808
2025-01-01 01:24:00.02 PST,830+j272.808
2025-01-01 01:25:00.02 PST,780+j256.374
2025-01-01 01:26:00.02 PST,780+j256.374
2025-01-01 01:27:00.02 PST,4630+j1521.81
2025-01-01 01:28:00.02 PST,2070+j680.376
2025-01-01 01:29:00.02 PST,2070+j680.376
2025-01-01 01:30:00.02 PST,1450+j476.592
2025-01-01 01:31:00.02 PST,790+j259.66
2025-01-01 01:32:00.02 PST,790+j259.66
2025-01-01 01:33:00.02 PST,710+j233.366
2025-01-01 01:34:00.02 PST,1380+j453.584
2025-01-01 01:35:00.02 PST,1980+j650.795
2025-01-01 01:36:00.02 PST,1330+j437.15
2025-01-01 01:37:00.02 PST,1328+j436.492
2025-01-01 01:38:00.02 PST,1446+j475.277
2025-01-01 01:39:00.02 PST,1434+j471.333
2025-01-01 01:40:00.02 PST,1692+j556.134
2025-01-01 01:41:00.02 PST,1100+j361.553
2025-01-01 01:42:00.02 PST,1110+j364.839
2025-01-01 01:43:00.02 PST,955+j313.893
2025-01-01 01:44:00.02 PST,830+j272.808
2025-01-01 01:45:00.02 PST,1370+j450.297
2025-01-01 01:46:00.02 PST,1390+j456.871
2025-01-01 01:47:00.02 PST,1370+j450.297
2025-01-01 01:48:00.02 PST,1370+j450.297
2025-01-01 01:49:00.02 PST,710+j233.366
2025-01-01 01:50:00.02 PST,1360+j447.01
2025-01-01 01:51:00.02 PST,3100+j1018.92
2025-01-01 01:52:00.02 PST,1980+j650.795
2025-01-01 01:53:00.02 PST,1330+j437.15
2025-01-01 01:54:00.02 PST,720+j236.653
2025-01-01 01:55:00.02 PST,700+j230.079
2025-01-01 01:56:00.02 PST,630+j207.071
2025-01-01 01:57:00.02 PST,614+j201.812
2025-01-01 01:58:00.02 PST,1198+j393.764
2025-01-01 01:59:00.02 PST,1172+j385.218
2025-01-01 02:00:00.02 PST,1276+j419.401
2025-01-01 02:01:00.02 PST,1260+j414.142
2025-01-01 02:02:00.02 PST,1260+j414.142
2025-01-01 02:03:00.02 PST,1310+j430.576
2025-01-01 02:04:00.02 PST,1300+j427.289
2025-01-01 02:05:00.02 PST,1300+j427.289
2025-01-01 02:06:00.02 PST,1300+j427.289
2025-01-01 02:07:00.02 PST,1296+j425.975
2025-01-01 02:08:00.02 PST,1302+j427.947
2025-01-01 02:09:00.02 PST,1318+j433.206
2025-01-01 02:10:00.02 PST,664+j218.246
2025-01-01 02:11:00.02 PST,670+j220.218
2025-01-01 02:12:00.02 PST,666+j218.904
2025-01-01 02:13:00.02 PST,672+j220.876
2025-01-01 02:14:00.02 PST,658+j216.274
2025-01-01 02:15:00.02 PST,654+j214.959
2025-01-01 02:16:00.02 PST,1260+j414.142
2025-01-01 02:17:00.02 PST,1288+j423.345
2025-01-01 02:18:00.02 PST,1276+j419.401
2025-01-01 02:19:00.02 PST,634+j208.386
2025-01-01 02:20:00.02 PST,632+j207.728
2025-01-01 02:21:00.02 PST,1220+j400.995
2025-01-01 02:22:00.02 PST,1870+j614.639
2025-01-01 02:23:00.02 PST,1870+j614.639
2025-01-01 02:24:00.02 PST,1880+j617.926
2025-01-01 02:25:00.02 PST,1230+j404.281
2025-01-01 02:26:00.02 PST,1230+j404.281
2025-01-01 02:27:00.02 PST,1232+j404.939
2025-01-01 02:28:00.02 PST,674+j221.533
2025-01-01 02:29:00.02 PST,676+j222.19
2025-01-01 02:30:00.02 PST,828+j272.15
2025-01-01 02:31:00.02 PST,660+j216.932
2025-01-01 02:32:00.02 PST,660+j216.932
2025-01-01 02:33:00.02 PST,660+j216.932
2025-01-01 02:34:00.02 PST,660+j216.932
2025-01-01 02:35:00.02 PST,620+j203.784
2025-01-01 02:36:00.02 PST,610+j200.497
2025-01-01 02:37:00.02 PST,608+j199.84
2025-01-01 02:38:00.02 PST,1226+j402.967
2025-01-01 02:39:00.02 PST,1214+j399.023
2025-01-01 02:40:00.02 PST,1922+j631.731
2025-01-01 02:41:00.02 PST,1230+j404.281
2025-01-01 02:42:00.02 PST,1220+j400.995
2025-01-01 02:43:00.02 PST,610+j200.497
2025-01-01 02:44:00.02 PST,610+j200.497
2025-01-01 02:45:00.02 PST,610+j200.497
2025-01-01 02:46:00.02 PST,600+j197.21
2025-01-01 02:47:00.02 PST,600+j197.21
2025-01-01 02:48:00.02 PST,610+j200.497
2025-01-01 02:49:00.02 PST,1180+j387.847
2025-01-01 02:50:00.02 PST,1160+j381.274
2025-01-01 02:51:00.02 PST,1160+j381.274
2025-01-01 02:52:00.02 PST,1190+j391.134
2025-01-01 02:53:00.02 PST,1190+j391.134
2025-01-01 02:54:00.02 PST,1190+j391.134
2025-01-01 02:55:00.02 PST,620+j203.784
2025-01-01 02:56:00.02 PST,620+j203.784
2025-01-01 02:57:00.02 PST,630+j207.071
2025-01-01 02:58:00.02 PST,1230+j404.281
2025-01-01 02:59:00.02 PST,1240+j407.568
2025-01-01 03:00:00.02 PST,1230+j404.281
2025-01-01 03:01:00.02 PST,925+j304.033
2025-01-01 03:02:00.02 PST,1240+j407.568
2025-01-01 03:03:00.02 PST,1240+j407.568
2025-01-01 03:04:00.02 PST,620+j203.784
2025-01-01 03:05:00.02 PST,860+j282.668
2025-01-01 03:06:00.02 PST,870+j285.955
2025-01-01 03:07:00.02 PST,860+j282.668
2025-01-01 03:08:00.02 PST,850+j279.381
2025-01-01 03:09:00.02 PST,610+j200.497
2025-01-01 03:10:00.02 PST,580+j190.637
2025-01-01 03:11:00.02 PST,580+j190.637
2025-01-01 03:12:00.02 PST,672+j220.876
2025-01-01 03:13:00.02 PST,694+j228.107
2025-01-01 03:14:00.02 PST,726+j238.625
2025-01-01 03:15:00.02 PST,688+j226.135
2025-01-01 03:16:00.02 PST,680+j223.505
2025-01-01 03:17:00.02 PST,1896+j623.185
2025-01-01 03:18:00.02 PST,1932+j635.018
2025-01-01 03:19:00.02 PST,1918+j630.416
2025-01-01 03:20:00.02 PST,1834+j602.807
2025-01-01 03:21:00.02 PST,1250+j410.855
2025-01-01 03:22:00.02 PST,678+j222.848
2025-01-01 03:23:00.02 PST,676+j222.19
2025-01-01 03:24:00.02 PST,674+j221.533
2025-01-01 03:25:00.02 PST,672+j220.876
2025-01-01 03:26:00.02 PST,660+j216.932
2025-01-01 03:27:00.02 PST,670+j220.218
2025-01-01 03:28:00.02 PST,660+j216.932
2025-01-01 03:29:00.02 PST,670+j220.218
2025-01-01 03:30:00.02 PST,670+j220.218
2025-01-01 03:31:00.02 PST,660+j216.932
2025-01-01 03:32:00.02 PST,670+j220.218
2025-01-01 03:33:00.02 PST,660+j216.932
2025-01-01 03:34:00.02 PST,670+j220.218
2025-01-01 03:35:00.02 PST,670+j220.218
2025-01-01 03:36:00.02 PST,660+j216.932
2025-01-01 03:37:00.02 PST,1234+j405.596
2025-01-01 03:38:00.02 PST,1238+j406.911
2025-01-01 03:39:00.02 PST,1222+j401.652
2025-01-01 03:40:00.02 PST,596+j195.896
2025-01-01 03:41:00.02 PST,610+j200.497
2025-01-01 03:42:00.02 PST,768+j252.429
2025-01-01 03:43:00.02 PST,816+j268.206
2025-01-01 03:44:00.02 PST,674+j221.533
2025-01-01 03:45:00.02 PST,1322+j434.52
2025-01-01 03:46:00.02 PST,1270+j417.429
2025-01-01 03:47:00.02 PST,1280+j420.716
2025-01-01 03:48:00.02 PST,1270+j417.429
2025-01-01 03:49:00.02 PST,1270+j417.429
2025-01-01 03:50:00.02 PST,710+j233.366
2025-01-01 03:51:00.02 PST,710+j233.366
2025-01-01 03:52:00.02 PST,630+j207.071
2025-01-01 03:53:00.02 PST,630+j207.071
2025-01-01 03:54:00.02 PST,630+j207.071
2025-01-01 03:55:00.02 PST,1020+j335.258
2025-01-01 03:56:00.02 PST,1220+j400.995
2025-01-01 03:57:00.02 PST,1230+j404.281
2025-01-01 03:58:00.02 PST,1240+j407.568
2025-01-01 03:59:00.02 PST,680+j223.505
2025-01-01 04:00:00.02 PST,680+j223.505
2025-01-01 04:01:00.02 PST,680+j223.505
2025-01-01 04:02:00.02 PST,696+j228.764
2025-01-01 04:03:00.02 PST,702+j230.736
2025-01-01 04:04:00.02 PST,718+j235.995
2025-01-01 04:05:00.02 PST,734+j241.254
2025-01-01 04:06:00.02 PST,740+j243.226
2025-01-01 04:07:00.02 PST,740+j243.226
2025-01-01 04:08:00.02 PST,750+j246.513
2025-01-01 04:09:00.02 PST,750+j246.513
2025-01-01 04:10:00.02 PST,760+j249.8
2025-01-01 04:11:00.02 PST,1300+j427.289
2025-01-01 04:12:00.02 PST,1300+j427.289
