#timestamp,constant_power_C
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,455.413+j149.687
2025-01-01 00:02:00.00 PST,459.404+j150.999
2025-01-01 00:03:00.00 PST,463.395+j152.311
2025-01-01 00:04:00.00 PST,465.385+j152.965
2025-01-01 00:05:00.00 PST,467.376+j153.619
2025-01-01 00:06:00.00 PST,469.367+j154.273
2025-01-01 00:07:00.00 PST,471.358+j154.928
2025-01-01 00:08:00.00 PST,473.348+j155.582
2025-01-01 00:09:00.00 PST,491.339+j161.495
2025-01-01 00:10:00.02 PST,509.33+j167.409
2025-01-01 00:11:00.02 PST,539.82+j177.43
2025-01-01 00:12:00.02 PST,570.311+j187.452
2025-01-01 00:13:00.02 PST,600.802+j197.474
2025-01-01 00:14:00.02 PST,613.292+j201.579
2025-01-01 00:15:00.02 PST,635.283+j208.807
2025-01-01 00:16:00.02 PST,657.274+j216.036
2025-01-01 00:17:00.02 PST,679.265+j223.264
2025-01-01 00:18:00.02 PST,701.255+j230.491
2025-01-01 00:19:00.02 PST,723.246+j237.719
2025-01-01 00:20:00.02 PST,697.237+j229.171
2025-01-01 00:21:00.02 PST,671.227+j220.622
2025-01-01 00:22:00.02 PST,645.218+j212.073
2025-01-01 00:23:00.02 PST,619.209+j203.524
2025-01-01 00:24:00.02 PST,593.199+j194.975
2025-01-01 00:25:00.02 PST,591.19+j194.315
2025-01-01 00:26:00.02 PST,589.181+j193.654
2025-01-01 00:27:00.02 PST,587.172+j192.994
2025-01-01 00:28:00.02 PST,585.162+j192.333
2025-01-01 00:29:00.02 PST,581.153+j191.016
2025-01-01 00:30:00.02 PST,579.144+j190.355
2025-01-01 00:31:00.02 PST,577.134+j189.695
2025-01-01 00:32:00.02 PST,575.125+j189.034
2025-01-01 00:33:00.02 PST,573.116+j188.374
2025-01-01 00:34:00.02 PST,569.106+j187.056
2025-01-01 00:35:00.02 PST,553.43+j181.904
2025-01-01 00:36:00.02 PST,537.754+j176.751
2025-01-01 00:37:00.02 PST,522.078+j171.599
2025-01-01 00:38:00.02 PST,506.403+j166.447
2025-01-01 00:39:00.02 PST,478.727+j157.35
2025-01-01 00:40:00.02 PST,451.051+j148.253
2025-01-01 00:41:00.02 PST,421.708+j138.609
2025-01-01 00:42:00.02 PST,392.365+j128.964
2025-01-01 00:43:00.02 PST,363.023+j119.32
2025-01-01 00:44:00.02 PST,371.68+j122.165
2025-01-01 00:45:00.02 PST,380.337+j125.011
2025-01-01 00:46:00.02 PST,388.995+j127.856
2025-01-01 00:47:00.02 PST,410.985+j135.084
2025-01-01 00:48:00.02 PST,432.976+j142.312
2025-01-01 00:49:00.02 PST,400.967+j131.791
