#timestamp,constant_power_C
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,530+j174.203
2025-01-01 00:02:00.00 PST,545+j179.133
2025-01-01 00:03:00.00 PST,561+j184.392
2025-01-01 00:04:00.00 PST,576+j189.322
2025-01-01 00:05:00.00 PST,602+j197.868
2025-01-01 00:06:00.00 PST,602+j197.868
2025-01-01 00:07:00.00 PST,592+j194.581
2025-01-01 00:08:00.00 PST,592+j194.581
2025-01-01 00:09:00.00 PST,592+j194.581
2025-01-01 00:10:00.02 PST,592+j194.581
2025-01-01 00:11:00.02 PST,592+j194.581
2025-01-01 00:12:00.02 PST,692+j227.449
2025-01-01 00:13:00.02 PST,672+j220.876
2025-01-01 00:14:00.02 PST,682+j224.163
2025-01-01 00:15:00.02 PST,672+j220.876
2025-01-01 00:16:00.02 PST,682+j224.163
2025-01-01 00:17:00.02 PST,668+j219.561
2025-01-01 00:18:00.02 PST,675+j221.862
2025-01-01 00:19:00.02 PST,672+j220.876
2025-01-01 00:20:00.02 PST,659+j216.603
2025-01-01 00:21:00.02 PST,656+j215.617
2025-01-01 00:22:00.02 PST,656+j215.617
2025-01-01 00:23:00.02 PST,656+j215.617
2025-01-01 00:24:00.02 PST,646+j212.33
2025-01-01 00:25:00.02 PST,656+j215.617
2025-01-01 00:26:00.02 PST,704+j231.394
2025-01-01 00:27:00.02 PST,756+j248.485
2025-01-01 00:28:00.02 PST,809+j265.905
2025-01-01 00:29:00.02 PST,862+j283.326
2025-01-01 00:30:00.02 PST,915+j300.746
2025-01-01 00:31:00.02 PST,884+j290.557
2025-01-01 00:32:00.02 PST,850+j279.381
2025-01-01 00:33:00.02 PST,816+j268.206
2025-01-01 00:34:00.02 PST,703+j231.065
2025-01-01 00:35:00.02 PST,679+j223.177
2025-01-01 00:36:00.02 PST,648+j212.987
2025-01-01 00:37:00.02 PST,605+j198.854
2025-01-01 00:38:00.02 PST,572+j188.007
2025-01-01 00:39:00.02 PST,539+j177.161
2025-01-01 00:40:00.02 PST,496+j163.027
2025-01-01 00:41:00.02 PST,510+j167.629
2025-01-01 00:42:00.02 PST,765+j251.443
2025-01-01 00:43:00.02 PST,761+j250.129
2025-01-01 00:44:00.02 PST,776+j255.059
2025-01-01 00:45:00.02 PST,782+j257.031
2025-01-01 00:46:00.02 PST,794+j260.975
2025-01-01 00:47:00.02 PST,802+j263.605
2025-01-01 00:48:00.02 PST,810+j266.234
2025-01-01 00:49:00.02 PST,808+j265.577
2025-01-01 00:50:00.02 PST,686+j225.477
2025-01-01 00:51:00.02 PST,554+j182.091
2025-01-01 00:52:00.02 PST,451+j148.237
2025-01-01 00:53:00.02 PST,409+j134.432
2025-01-01 00:54:00.02 PST,386+j126.872
2025-01-01 00:55:00.02 PST,364+j119.641
2025-01-01 00:56:00.02 PST,350+j115.039
2025-01-01 00:57:00.02 PST,446+j146.593
2025-01-01 00:58:00.02 PST,442+j145.278
2025-01-01 00:59:00.02 PST,438+j143.964
2025-01-01 01:00:00.02 PST,434+j142.649
2025-01-01 01:01:00.02 PST,434+j142.649
2025-01-01 01:02:00.02 PST,423+j139.033
2025-01-01 01:03:00.02 PST,422+j138.705
