#timestamp,constant_power_B
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,353.333+j116.135
2025-01-01 00:02:00.00 PST,344+j113.067
2025-01-01 00:03:00.00 PST,334.667+j110
2025-01-01 00:04:00.00 PST,325.333+j106.932
2025-01-01 00:05:00.00 PST,316+j103.864
2025-01-01 00:06:00.00 PST,306+j100.577
2025-01-01 00:07:00.00 PST,343.333+j112.848
2025-01-01 00:08:00.00 PST,380.667+j125.119
2025-01-01 00:09:00.00 PST,418+j137.39
2025-01-01 00:10:00.02 PST,455.333+j149.661
2025-01-01 00:11:00.02 PST,482.667+j158.645
2025-01-01 00:12:00.02 PST,486+j159.74
2025-01-01 00:13:00.02 PST,489.333+j160.836
2025-01-01 00:14:00.02 PST,492.667+j161.932
2025-01-01 00:15:00.02 PST,496+j163.027
2025-01-01 00:16:00.02 PST,510+j167.629
2025-01-01 00:17:00.02 PST,455.333+j149.661
2025-01-01 00:18:00.02 PST,400.667+j131.693
2025-01-01 00:19:00.02 PST,346+j113.725
2025-01-01 00:20:00.02 PST,291.333+j95.757
2025-01-01 00:21:00.02 PST,242.667+j79.761
2025-01-01 00:22:00.02 PST,248.667+j81.733
2025-01-01 00:23:00.02 PST,254.667+j83.705
2025-01-01 00:24:00.02 PST,260.667+j85.677
2025-01-01 00:25:00.02 PST,266.667+j87.649
2025-01-01 00:26:00.02 PST,266+j87.43
2025-01-01 00:27:00.02 PST,265.333+j87.211
2025-01-01 00:28:00.02 PST,264.667+j86.992
2025-01-01 00:29:00.02 PST,264+j86.773
2025-01-01 00:30:00.02 PST,263.333+j86.553
2025-01-01 00:31:00.02 PST,263.333+j86.553
2025-01-01 00:32:00.02 PST,258+j84.8
2025-01-01 00:33:00.02 PST,252.667+j83.048
2025-01-01 00:34:00.02 PST,247.333+j81.294
2025-01-01 00:35:00.02 PST,242+j79.542
2025-01-01 00:36:00.02 PST,236.667+j77.789
2025-01-01 00:37:00.02 PST,236.667+j77.789
2025-01-01 00:38:00.02 PST,236.667+j77.789
2025-01-01 00:39:00.02 PST,236.667+j77.789
2025-01-01 00:40:00.02 PST,236.667+j77.789
2025-01-01 00:41:00.02 PST,236+j77.569
2025-01-01 00:42:00.02 PST,252.667+j83.048
2025-01-01 00:43:00.02 PST,269.333+j88.525
2025-01-01 00:44:00.02 PST,286+j94.004
2025-01-01 00:45:00.02 PST,302.667+j99.482
2025-01-01 00:46:00.02 PST,314.667+j103.426
2025-01-01 00:47:00.02 PST,300.667+j98.824
2025-01-01 00:48:00.02 PST,286.667+j94.223
2025-01-01 00:49:00.02 PST,272.667+j89.621
2025-01-01 00:50:00.02 PST,258.667+j85.02
2025-01-01 00:51:00.02 PST,250+j82.171
2025-01-01 00:52:00.02 PST,248.667+j81.733
2025-01-01 00:53:00.02 PST,247.333+j81.294
2025-01-01 00:54:00.02 PST,246+j80.856
2025-01-01 00:55:00.02 PST,244.667+j80.418
2025-01-01 00:56:00.02 PST,250+j82.171
2025-01-01 00:57:00.02 PST,251.333+j82.609
2025-01-01 00:58:00.02 PST,252.667+j83.048
2025-01-01 00:59:00.02 PST,254+j83.486
2025-01-01 01:00:00.02 PST,255.333+j83.924
2025-01-01 01:01:00.02 PST,249.333+j81.952
2025-01-01 01:02:00.02 PST,231.333+j76.035
2025-01-01 01:03:00.02 PST,213.333+j70.119
2025-01-01 01:04:00.02 PST,195.333+j64.203
2025-01-01 01:05:00.02 PST,177.333+j58.287
2025-01-01 01:06:00.02 PST,160+j52.589
2025-01-01 01:07:00.02 PST,160+j52.589
2025-01-01 01:08:00.02 PST,160+j52.589
2025-01-01 01:09:00.02 PST,160+j52.589
2025-01-01 01:10:00.02 PST,160+j52.589
2025-01-01 01:11:00.02 PST,160+j52.589
2025-01-01 01:12:00.02 PST,162+j53.247
2025-01-01 01:13:00.02 PST,164+j53.904
2025-01-01 01:14:00.02 PST,166+j54.562
2025-01-01 01:15:00.02 PST,168+j55.219
2025-01-01 01:16:00.02 PST,170+j55.876
2025-01-01 01:17:00.02 PST,182+j59.821
2025-01-01 01:18:00.02 PST,194+j63.765
2025-01-01 01:19:00.02 PST,206+j67.709
2025-01-01 01:20:00.02 PST,218+j71.653
2025-01-01 01:21:00.02 PST,229.333+j75.378
2025-01-01 01:22:00.02 PST,214.667+j70.558
2025-01-01 01:23:00.02 PST,200+j65.737
2025-01-01 01:24:00.02 PST,185.333+j60.916
2025-01-01 01:25:00.02 PST,170.667+j56.096
2025-01-01 01:26:00.02 PST,156.667+j51.494
2025-01-01 01:27:00.02 PST,156.667+j51.494
2025-01-01 01:28:00.02 PST,156.667+j51.494
2025-01-01 01:29:00.02 PST,156.667+j51.494
2025-01-01 01:30:00.02 PST,156.667+j51.494
2025-01-01 01:31:00.02 PST,156.667+j51.494
2025-01-01 01:32:00.02 PST,156.667+j51.494
2025-01-01 01:33:00.02 PST,156.667+j51.494
2025-01-01 01:34:00.02 PST,156.667+j51.494
2025-01-01 01:35:00.02 PST,156.667+j51.494
2025-01-01 01:36:00.02 PST,151.333+j49.741
2025-01-01 01:37:00.02 PST,146+j47.988
2025-01-01 01:38:00.02 PST,140.667+j46.235
2025-01-01 01:39:00.02 PST,135.333+j44.482
2025-01-01 01:40:00.02 PST,130+j42.729
2025-01-01 01:41:00.02 PST,130+j42.729
2025-01-01 01:42:00.02 PST,130+j42.729
2025-01-01 01:43:00.02 PST,130+j42.729
2025-01-01 01:44:00.02 PST,130+j42.729
2025-01-01 01:45:00.02 PST,130+j42.729
2025-01-01 01:46:00.02 PST,130.667+j42.948
2025-01-01 01:47:00.02 PST,131.333+j43.167
2025-01-01 01:48:00.02 PST,132+j43.386
2025-01-01 01:49:00.02 PST,132.667+j43.606
2025-01-01 01:50:00.02 PST,133.333+j43.824
2025-01-01 01:51:00.02 PST,133.333+j43.824
2025-01-01 01:52:00.02 PST,138.667+j45.578
2025-01-01 01:53:00.02 PST,144+j47.331
2025-01-01 01:54:00.02 PST,149.333+j49.083
2025-01-01 01:55:00.02 PST,154.667+j50.837
2025-01-01 01:56:00.02 PST,160+j52.589
2025-01-01 01:57:00.02 PST,178+j58.506
2025-01-01 01:58:00.02 PST,196+j64.422
2025-01-01 01:59:00.02 PST,214+j70.338
2025-01-01 02:00:00.02 PST,232+j76.255
2025-01-01 02:01:00.02 PST,250+j82.171
2025-01-01 02:02:00.02 PST,250+j82.171
2025-01-01 02:03:00.02 PST,250+j82.171
2025-01-01 02:04:00.02 PST,250+j82.171
2025-01-01 02:05:00.02 PST,250+j82.171
2025-01-01 02:06:00.02 PST,250+j82.171
2025-01-01 02:07:00.02 PST,247.333+j81.294
2025-01-01 02:08:00.02 PST,244.667+j80.418
2025-01-01 02:09:00.02 PST,242+j79.542
2025-01-01 02:10:00.02 PST,239.333+j78.665
