#timestamp,constant_power_C
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,2296+j754.659
2025-01-01 00:02:00.00 PST,2289+j752.358
2025-01-01 00:03:00.00 PST,2285+j751.043
2025-01-01 00:04:00.00 PST,2281+j749.728
2025-01-01 00:05:00.00 PST,2277+j748.414
2025-01-01 00:06:00.00 PST,2277+j748.414
2025-01-01 00:07:00.00 PST,2277+j748.414
2025-01-01 00:08:00.00 PST,2277+j748.414
2025-01-01 00:09:00.00 PST,2277+j748.414
2025-01-01 00:10:00.02 PST,2277+j748.414
2025-01-01 00:11:00.02 PST,2282+j750.057
2025-01-01 00:12:00.02 PST,2287+j751.701
2025-01-01 00:13:00.02 PST,2292+j753.344
2025-01-01 00:14:00.02 PST,2297+j754.987
2025-01-01 00:15:00.02 PST,2342+j769.778
2025-01-01 00:16:00.02 PST,2340+j769.121
2025-01-01 00:17:00.02 PST,2313+j760.246
2025-01-01 00:18:00.02 PST,2285+j751.043
2025-01-01 00:19:00.02 PST,2261+j743.155
2025-01-01 00:20:00.02 PST,2234+j734.28
2025-01-01 00:21:00.02 PST,2230+j732.966
2025-01-01 00:22:00.02 PST,2230+j732.966
2025-01-01 00:23:00.02 PST,2230+j732.966
2025-01-01 00:24:00.02 PST,2230+j732.966
2025-01-01 00:25:00.02 PST,2230+j732.966
2025-01-01 00:26:00.02 PST,2230+j732.966
2025-01-01 00:27:00.02 PST,2230+j732.966
2025-01-01 00:28:00.02 PST,2230+j732.966
2025-01-01 00:29:00.02 PST,2230+j732.966
2025-01-01 00:30:00.02 PST,2230+j732.966
2025-01-01 00:31:00.02 PST,2232+j733.623
2025-01-01 00:32:00.02 PST,2234+j734.28
2025-01-01 00:33:00.02 PST,2236+j734.938
2025-01-01 00:34:00.02 PST,2238+j735.595
2025-01-01 00:35:00.02 PST,2240+j736.252
2025-01-01 00:36:00.02 PST,2224+j730.993
2025-01-01 00:37:00.02 PST,2208+j725.735
2025-01-01 00:38:00.02 PST,2192+j720.476
2025-01-01 00:39:00.02 PST,2173+j714.231
2025-01-01 00:40:00.02 PST,2157+j708.972
2025-01-01 00:41:00.02 PST,2160+j709.958
2025-01-01 00:42:00.02 PST,2164+j711.272
2025-01-01 00:43:00.02 PST,2164+j711.272
2025-01-01 00:44:00.02 PST,2167+j712.258
2025-01-01 00:45:00.02 PST,2170+j713.245
2025-01-01 00:46:00.02 PST,2147+j705.685
2025-01-01 00:47:00.02 PST,2145+j705.027
2025-01-01 00:48:00.02 PST,2142+j704.041
2025-01-01 00:49:00.02 PST,2140+j703.384
2025-01-01 00:50:00.02 PST,2137+j702.398
2025-01-01 00:51:00.02 PST,2135+j701.741
2025-01-01 00:52:00.02 PST,2133+j701.083
2025-01-01 00:53:00.02 PST,2131+j700.426
2025-01-01 00:54:00.02 PST,2132+j700.755
2025-01-01 00:55:00.02 PST,2127+j699.111
2025-01-01 00:56:00.02 PST,2132+j700.755
2025-01-01 00:57:00.02 PST,2137+j702.398
2025-01-01 00:58:00.02 PST,2142+j704.041
2025-01-01 00:59:00.02 PST,2147+j705.685
2025-01-01 01:00:00.02 PST,2152+j707.328
