#timestamp,constant_power_B
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,1467.33+j482.289
2025-01-01 00:02:00.00 PST,1462+j480.536
2025-01-01 00:03:00.00 PST,1456.67+j478.783
2025-01-01 00:04:00.00 PST,1429.33+j469.799
2025-01-01 00:05:00.00 PST,1412+j464.102
2025-01-01 00:06:00.00 PST,1394.67+j458.405
2025-01-01 00:07:00.00 PST,1380.67+j453.803
2025-01-01 00:08:00.00 PST,1366.67+j449.202
2025-01-01 00:09:00.00 PST,1366.67+j449.202
2025-01-01 00:10:00.02 PST,1366.67+j449.202
2025-01-01 00:11:00.02 PST,1366.67+j449.202
2025-01-01 00:12:00.02 PST,1366.67+j449.202
2025-01-01 00:13:00.02 PST,1366.67+j449.202
2025-01-01 00:14:00.02 PST,1366.67+j449.202
2025-01-01 00:15:00.02 PST,1460.67+j480.098
2025-01-01 00:16:00.02 PST,1434.67+j471.552
2025-01-01 00:17:00.02 PST,1418+j466.074
2025-01-01 00:18:00.02 PST,1401.33+j460.596
2025-01-01 00:19:00.02 PST,1384.67+j455.118
2025-01-01 00:20:00.02 PST,1386+j455.556
2025-01-01 00:21:00.02 PST,1387.33+j455.994
2025-01-01 00:22:00.02 PST,1379.33+j453.365
2025-01-01 00:23:00.02 PST,1381.33+j454.022
2025-01-01 00:24:00.02 PST,1373.33+j451.393
2025-01-01 00:25:00.02 PST,1373.33+j451.393
2025-01-01 00:26:00.02 PST,1373.33+j451.393
2025-01-01 00:27:00.02 PST,1363.33+j448.106
2025-01-01 00:28:00.02 PST,1273.33+j418.524
2025-01-01 00:29:00.02 PST,1283.33+j421.811
2025-01-01 00:30:00.02 PST,1269.33+j417.21
2025-01-01 00:31:00.02 PST,1275.33+j419.182
2025-01-01 00:32:00.02 PST,1266+j416.114
2025-01-01 00:33:00.02 PST,1256.67+j413.046
2025-01-01 00:34:00.02 PST,1257.33+j413.265
2025-01-01 00:35:00.02 PST,1088+j357.608
2025-01-01 00:36:00.02 PST,1008.67+j331.533
2025-01-01 00:37:00.02 PST,834.667+j274.342
2025-01-01 00:38:00.02 PST,690.667+j227.011
2025-01-01 00:39:00.02 PST,536.667+j176.394
2025-01-01 00:40:00.02 PST,536.667+j176.394
2025-01-01 00:41:00.02 PST,536.667+j176.394
2025-01-01 00:42:00.02 PST,584+j191.952
2025-01-01 00:43:00.02 PST,591.333+j194.362
2025-01-01 00:44:00.02 PST,588.667+j193.485
2025-01-01 00:45:00.02 PST,740+j243.226
2025-01-01 00:46:00.02 PST,871.333+j286.393
2025-01-01 00:47:00.02 PST,1002.67+j329.561
2025-01-01 00:48:00.02 PST,1144+j376.015
2025-01-01 00:49:00.02 PST,1265.33+j415.895
2025-01-01 00:50:00.02 PST,1160.67+j381.493
2025-01-01 00:51:00.02 PST,1226+j402.967
2025-01-01 00:52:00.02 PST,1282.67+j421.592
2025-01-01 00:53:00.02 PST,1339.33+j440.217
2025-01-01 00:54:00.02 PST,1396+j458.843
2025-01-01 00:55:00.02 PST,1464.67+j481.413
2025-01-01 00:56:00.02 PST,1533.33+j503.982
2025-01-01 00:57:00.02 PST,1598+j525.237
2025-01-01 00:58:00.02 PST,1662.67+j546.492
2025-01-01 00:59:00.02 PST,1837.33+j603.902
2025-01-01 01:00:00.02 PST,1840+j604.779
2025-01-01 01:01:00.02 PST,1842.67+j605.655
2025-01-01 01:02:00.02 PST,1873.33+j615.735
2025-01-01 01:03:00.02 PST,1864+j612.667
2025-01-01 01:04:00.02 PST,1844.67+j606.313
2025-01-01 01:05:00.02 PST,1741.33+j572.348
2025-01-01 01:06:00.02 PST,1628+j535.098
2025-01-01 01:07:00.02 PST,1522+j500.257
2025-01-01 01:08:00.02 PST,1426+j468.704
2025-01-01 01:09:00.02 PST,1330+j437.15
2025-01-01 01:10:00.02 PST,1290+j424.002
2025-01-01 01:11:00.02 PST,1270+j417.429
2025-01-01 01:12:00.02 PST,1240+j407.568
2025-01-01 01:13:00.02 PST,1320+j433.863
2025-01-01 01:14:00.02 PST,1280+j420.716
2025-01-01 01:15:00.02 PST,1300+j427.289
2025-01-01 01:16:00.02 PST,1320+j433.863
2025-01-01 01:17:00.02 PST,1330+j437.15
2025-01-01 01:18:00.02 PST,1360+j447.01
2025-01-01 01:19:00.02 PST,1380+j453.584
2025-01-01 01:20:00.02 PST,1358+j446.353
2025-01-01 01:21:00.02 PST,1356+j445.696
2025-01-01 01:22:00.02 PST,1364+j448.325
2025-01-01 01:23:00.02 PST,1352+j444.381
2025-01-01 01:24:00.02 PST,1350+j443.724
2025-01-01 01:25:00.02 PST,1350+j443.724
2025-01-01 01:26:00.02 PST,1350+j443.724
2025-01-01 01:27:00.02 PST,1350+j443.724
2025-01-01 01:28:00.02 PST,1360+j447.01
2025-01-01 01:29:00.02 PST,1350+j443.724
2025-01-01 01:30:00.02 PST,1350+j443.724
2025-01-01 01:31:00.02 PST,1350+j443.724
2025-01-01 01:32:00.02 PST,1350+j443.724
2025-01-01 01:33:00.02 PST,1350+j443.724
2025-01-01 01:34:00.02 PST,1340+j440.437
2025-01-01 01:35:00.02 PST,1340+j440.437
2025-01-01 01:36:00.02 PST,1340+j440.437
2025-01-01 01:37:00.02 PST,1330+j437.15
2025-01-01 01:38:00.02 PST,1330+j437.15
2025-01-01 01:39:00.02 PST,1330+j437.15
2025-01-01 01:40:00.02 PST,1240+j407.568
2025-01-01 01:41:00.02 PST,1150+j377.987
2025-01-01 01:42:00.02 PST,1150+j377.987
2025-01-01 01:43:00.02 PST,1150+j377.987
2025-01-01 01:44:00.02 PST,1230+j404.281
2025-01-01 01:45:00.02 PST,1107.71+j364.088
2025-01-01 01:46:00.02 PST,985.429+j323.895
2025-01-01 01:47:00.02 PST,863.143+j283.701
2025-01-01 01:48:00.02 PST,740.857+j243.508
2025-01-01 01:49:00.02 PST,618.571+j203.314
2025-01-01 01:50:00.02 PST,624.286+j205.193
2025-01-01 01:51:00.02 PST,630+j207.071
2025-01-01 01:52:00.02 PST,641.048+j210.702
2025-01-01 01:53:00.02 PST,652.095+j214.333
2025-01-01 01:54:00.02 PST,663.143+j217.965
2025-01-01 01:55:00.02 PST,682.19+j224.225
2025-01-01 01:56:00.02 PST,701.238+j230.486
2025-01-01 01:57:00.02 PST,644.952+j211.985
2025-01-01 01:58:00.02 PST,658.667+j216.493
2025-01-01 01:59:00.02 PST,666.667+j219.123
2025-01-01 02:00:00.02 PST,818.667+j269.083
2025-01-01 02:01:00.02 PST,900.667+j296.035
2025-01-01 02:02:00.02 PST,1052.67+j345.995
2025-01-01 02:03:00.02 PST,1204.67+j395.955
2025-01-01 02:04:00.02 PST,1356.67+j445.915
2025-01-01 02:05:00.02 PST,1381.67+j454.132
2025-01-01 02:06:00.02 PST,1426.67+j468.923
2025-01-01 02:07:00.02 PST,1461+j480.207
2025-01-01 02:08:00.02 PST,1495.33+j491.492
2025-01-01 02:09:00.02 PST,1529.67+j502.777
2025-01-01 02:10:00.02 PST,1554+j510.775
2025-01-01 02:11:00.02 PST,1581.33+j519.759
2025-01-01 02:12:00.02 PST,1729.33+j568.404
2025-01-01 02:13:00.02 PST,1747.33+j574.321
2025-01-01 02:14:00.02 PST,1775.33+j583.524
2025-01-01 02:15:00.02 PST,1793.33+j589.44
2025-01-01 02:16:00.02 PST,1729.33+j568.404
2025-01-01 02:17:00.02 PST,1675.33+j550.655
2025-01-01 02:18:00.02 PST,1601.33+j526.333
2025-01-01 02:19:00.02 PST,1537.33+j505.297
2025-01-01 02:20:00.02 PST,1473.33+j484.261
2025-01-01 02:21:00.02 PST,1417.33+j465.855
2025-01-01 02:22:00.02 PST,1361.33+j447.449
2025-01-01 02:23:00.02 PST,1315.33+j432.329
2025-01-01 02:24:00.02 PST,1239.33+j407.349
2025-01-01 02:25:00.02 PST,1193.33+j392.23
2025-01-01 02:26:00.02 PST,1303.33+j428.385
2025-01-01 02:27:00.02 PST,1278+j420.058
2025-01-01 02:28:00.02 PST,1282.67+j421.592
2025-01-01 02:29:00.02 PST,1277.33+j419.839
2025-01-01 02:30:00.02 PST,1272+j418.086
2025-01-01 02:31:00.02 PST,1262.67+j415.019
2025-01-01 02:32:00.02 PST,1259.33+j413.923
2025-01-01 02:33:00.02 PST,1246+j409.54
2025-01-01 02:34:00.02 PST,1242.67+j408.445
2025-01-01 02:35:00.02 PST,1239.33+j407.349
2025-01-01 02:36:00.02 PST,1242+j408.226
2025-01-01 02:37:00.02 PST,1234+j405.596
2025-01-01 02:38:00.02 PST,1236+j406.254
2025-01-01 02:39:00.02 PST,1238+j406.911
2025-01-01 02:40:00.02 PST,1160+j381.274
2025-01-01 02:41:00.02 PST,1150+j377.987
2025-01-01 02:42:00.02 PST,1150+j377.987
2025-01-01 02:43:00.02 PST,1150+j377.987
2025-01-01 02:44:00.02 PST,1150+j377.987
2025-01-01 02:45:00.02 PST,1150+j377.987
2025-01-01 02:46:00.02 PST,1164+j382.588
2025-01-01 02:47:00.02 PST,1178+j387.19
2025-01-01 02:48:00.02 PST,1192+j391.791
2025-01-01 02:49:00.02 PST,1196+j393.106
2025-01-01 02:50:00.02 PST,1220+j400.995
2025-01-01 02:51:00.02 PST,1208+j397.05
2025-01-01 02:52:00.02 PST,1206+j396.393
2025-01-01 02:53:00.02 PST,1204+j395.736
2025-01-01 02:54:00.02 PST,1122+j368.784
2025-01-01 02:55:00.02 PST,1110+j364.839
2025-01-01 02:56:00.02 PST,986+j324.083
2025-01-01 02:57:00.02 PST,872+j286.613
2025-01-01 02:58:00.02 PST,748+j245.856
2025-01-01 02:59:00.02 PST,624+j205.099
2025-01-01 03:00:00.02 PST,510+j167.629
2025-01-01 03:01:00.02 PST,506+j166.314
2025-01-01 03:02:00.02 PST,482+j158.426
2025-01-01 03:03:00.02 PST,468+j153.824
2025-01-01 03:04:00.02 PST,454+j149.223
2025-01-01 03:05:00.02 PST,440+j144.621
2025-01-01 03:06:00.02 PST,568+j186.693
2025-01-01 03:07:00.02 PST,676+j222.19
2025-01-01 03:08:00.02 PST,794+j260.975
2025-01-01 03:09:00.02 PST,912+j299.76
2025-01-01 03:10:00.02 PST,1030+j338.545
2025-01-01 03:11:00.02 PST,1090+j358.266
2025-01-01 03:12:00.02 PST,1150+j377.987
2025-01-01 03:13:00.02 PST,1210+j397.708
2025-01-01 03:14:00.02 PST,1270+j417.429
2025-01-01 03:15:00.02 PST,1340+j440.437
2025-01-01 03:16:00.02 PST,1368+j449.64
2025-01-01 03:17:00.02 PST,1406+j462.13
2025-01-01 03:18:00.02 PST,1444+j474.62
2025-01-01 03:19:00.02 PST,1482+j487.11
2025-01-01 03:20:00.02 PST,1630+j535.755
2025-01-01 03:21:00.02 PST,1672+j549.56
2025-01-01 03:22:00.02 PST,1724+j566.651
2025-01-01 03:23:00.02 PST,1786+j587.03
2025-01-01 03:24:00.02 PST,1828+j600.835
2025-01-01 03:25:00.02 PST,1890+j621.213
2025-01-01 03:26:00.02 PST,1630+j535.755
2025-01-01 03:27:00.02 PST,1380+j453.584
2025-01-01 03:28:00.02 PST,1130+j371.413
2025-01-01 03:29:00.02 PST,880+j289.242
2025-01-01 03:30:00.02 PST,640+j210.358
2025-01-01 03:31:00.02 PST,630+j207.071
2025-01-01 03:32:00.02 PST,630+j207.071
2025-01-01 03:33:00.02 PST,630+j207.071
2025-01-01 03:34:00.02 PST,630+j207.071
2025-01-01 03:35:00.02 PST,630+j207.071
2025-01-01 03:36:00.02 PST,630+j207.071
2025-01-01 03:37:00.02 PST,620+j203.784
2025-01-01 03:38:00.02 PST,630+j207.071
2025-01-01 03:39:00.02 PST,620+j203.784
2025-01-01 03:40:00.02 PST,620+j203.784
2025-01-01 03:41:00.02 PST,784+j257.688
2025-01-01 03:42:00.02 PST,948+j311.593
2025-01-01 03:43:00.02 PST,1222+j401.652
2025-01-01 03:44:00.02 PST,1356+j445.696
2025-01-01 03:45:00.02 PST,1520+j499.6
2025-01-01 03:46:00.02 PST,1570+j516.034
2025-01-01 03:47:00.02 PST,1616+j531.154
2025-01-01 03:48:00.02 PST,1572+j516.691
2025-01-01 03:49:00.02 PST,1618+j531.811
2025-01-01 03:50:00.02 PST,1664+j546.93
2025-01-01 03:51:00.02 PST,1456+j478.564
2025-01-01 03:52:00.02 PST,1251.33+j411.293
2025-01-01 03:53:00.02 PST,1046.67+j344.023
2025-01-01 03:54:00.02 PST,842+j276.752
2025-01-01 03:55:00.02 PST,637.333+j209.481
2025-01-01 03:56:00.02 PST,636.667+j209.262
2025-01-01 03:57:00.02 PST,636.667+j209.262
2025-01-01 03:58:00.02 PST,636.667+j209.262
2025-01-01 03:59:00.02 PST,636.667+j209.262
2025-01-01 04:00:00.02 PST,646.667+j212.549
2025-01-01 04:01:00.02 PST,762.667+j250.677
2025-01-01 04:02:00.02 PST,878.667+j288.804
2025-01-01 04:03:00.02 PST,994.667+j326.931
2025-01-01 04:04:00.02 PST,1110.67+j365.059
2025-01-01 04:05:00.02 PST,1226.67+j403.186
2025-01-01 04:06:00.02 PST,1270.67+j417.648
2025-01-01 04:07:00.02 PST,1314+j431.891
2025-01-01 04:08:00.02 PST,1357.33+j446.134
2025-01-01 04:09:00.02 PST,1390.67+j457.09
