#timestamp,constant_power_A
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,600+j197.21
2025-01-01 00:02:00.00 PST,535+j175.846
2025-01-01 00:03:00.00 PST,480+j157.768
2025-01-01 00:04:00.00 PST,448+j147.25
2025-01-01 00:05:00.00 PST,395+j129.83
2025-01-01 00:06:00.00 PST,362+j118.984
2025-01-01 00:07:00.00 PST,318+j104.522
2025-01-01 00:08:00.00 PST,275+j90.388
2025-01-01 00:09:00.00 PST,223+j73.297
2025-01-01 00:10:00.02 PST,264+j86.773
2025-01-01 00:11:00.02 PST,296+j97.29
2025-01-01 00:12:00.02 PST,347+j114.053
2025-01-01 00:13:00.02 PST,388+j127.529
2025-01-01 00:14:00.02 PST,436+j143.306
2025-01-01 00:15:00.02 PST,384+j126.215
2025-01-01 00:16:00.02 PST,341+j112.081
2025-01-01 00:17:00.02 PST,298+j97.948
2025-01-01 00:18:00.02 PST,266+j87.43
2025-01-01 00:19:00.02 PST,208+j68.366
2025-01-01 00:20:00.02 PST,258+j84.8
2025-01-01 00:21:00.02 PST,298+j97.948
2025-01-01 00:22:00.02 PST,338+j111.095
2025-01-01 00:23:00.02 PST,378+j124.243
2025-01-01 00:24:00.02 PST,504+j165.657
2025-01-01 00:25:00.02 PST,464+j152.509
2025-01-01 00:26:00.02 PST,423+j139.033
2025-01-01 00:27:00.02 PST,382+j125.557
2025-01-01 00:28:00.02 PST,342+j112.41
2025-01-01 00:29:00.02 PST,292+j95.976
2025-01-01 00:30:00.02 PST,278+j91.374
2025-01-01 00:31:00.02 PST,273+j89.731
2025-01-01 00:32:00.02 PST,278+j91.374
2025-01-01 00:33:00.02 PST,294+j96.633
2025-01-01 00:34:00.02 PST,288+j94.661
2025-01-01 00:35:00.02 PST,292+j95.976
2025-01-01 00:36:00.02 PST,305+j100.249
2025-01-01 00:37:00.02 PST,318+j104.522
2025-01-01 00:38:00.02 PST,342+j112.41
2025-01-01 00:39:00.02 PST,335+j110.109
2025-01-01 00:40:00.02 PST,330+j108.466
2025-01-01 00:41:00.02 PST,324+j106.494
2025-01-01 00:42:00.02 PST,319+j104.85
2025-01-01 00:43:00.02 PST,314+j103.207
2025-01-01 00:44:00.02 PST,328+j107.808
2025-01-01 00:45:00.02 PST,359+j117.998
2025-01-01 00:46:00.02 PST,399+j131.145
2025-01-01 00:47:00.02 PST,449+j147.579
2025-01-01 00:48:00.02 PST,479+j157.44
2025-01-01 00:49:00.02 PST,511+j167.958
2025-01-01 00:50:00.02 PST,542+j178.147
2025-01-01 00:51:00.02 PST,495+j162.699
2025-01-01 00:52:00.02 PST,448+j147.25
2025-01-01 00:53:00.02 PST,400+j131.474
2025-01-01 00:54:00.02 PST,361+j118.655
2025-01-01 00:55:00.02 PST,322+j105.836
2025-01-01 00:56:00.02 PST,327+j107.48
2025-01-01 00:57:00.02 PST,332+j109.123
2025-01-01 00:58:00.02 PST,338+j111.095
2025-01-01 00:59:00.02 PST,335+j110.109
2025-01-01 01:00:00.02 PST,332+j109.123
2025-01-01 01:01:00.02 PST,316+j103.864
2025-01-01 01:02:00.02 PST,300+j98.605
2025-01-01 01:03:00.02 PST,284+j93.346
2025-01-01 01:04:00.02 PST,283+j93.018
2025-01-01 01:05:00.02 PST,272+j89.402
2025-01-01 01:06:00.02 PST,326+j107.151
2025-01-01 01:07:00.02 PST,380+j124.9
2025-01-01 01:08:00.02 PST,434+j142.649
2025-01-01 01:09:00.02 PST,469+j154.153
2025-01-01 01:10:00.02 PST,434+j142.649
2025-01-01 01:11:00.02 PST,390+j128.187
2025-01-01 01:12:00.02 PST,345+j113.396
2025-01-01 01:13:00.02 PST,300+j98.605
2025-01-01 01:14:00.02 PST,268+j88.087
2025-01-01 01:15:00.02 PST,236+j77.569
2025-01-01 01:16:00.02 PST,232+j76.255
2025-01-01 01:17:00.02 PST,247+j81.185
2025-01-01 01:18:00.02 PST,242+j79.542
2025-01-01 01:19:00.02 PST,240+j78.884
2025-01-01 01:20:00.02 PST,238+j78.227
2025-01-01 01:21:00.02 PST,288+j94.661
2025-01-01 01:22:00.02 PST,327+j107.48
2025-01-01 01:23:00.02 PST,366+j120.298
2025-01-01 01:24:00.02 PST,408+j134.103
2025-01-01 01:25:00.02 PST,450+j147.908
2025-01-01 01:26:00.02 PST,408+j134.103
2025-01-01 01:27:00.02 PST,365+j119.97
2025-01-01 01:28:00.02 PST,322+j105.836
2025-01-01 01:29:00.02 PST,300+j98.605
2025-01-01 01:30:00.02 PST,278+j91.374
2025-01-01 01:31:00.02 PST,344+j113.067
2025-01-01 01:32:00.02 PST,409+j134.432
2025-01-01 01:33:00.02 PST,474+j155.796
2025-01-01 01:34:00.02 PST,496+j163.027
2025-01-01 01:35:00.02 PST,518+j170.258
2025-01-01 01:36:00.02 PST,493+j162.041
2025-01-01 01:37:00.02 PST,468+j153.824
2025-01-01 01:38:00.02 PST,442+j145.278
2025-01-01 01:39:00.02 PST,435+j142.978
2025-01-01 01:40:00.02 PST,428+j140.677
2025-01-01 01:41:00.02 PST,426+j140.019
2025-01-01 01:42:00.02 PST,425+j139.691
2025-01-01 01:43:00.02 PST,424+j139.362
2025-01-01 01:44:00.02 PST,423+j139.033
2025-01-01 01:45:00.02 PST,423+j139.033
2025-01-01 01:46:00.02 PST,418+j137.39
2025-01-01 01:47:00.02 PST,414+j136.075
2025-01-01 01:48:00.02 PST,409+j134.432
2025-01-01 01:49:00.02 PST,404+j132.788
2025-01-01 01:50:00.02 PST,405+j133.117
2025-01-01 01:51:00.02 PST,404+j132.788
2025-01-01 01:52:00.02 PST,404+j132.788
