#timestamp,constant_power_B
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,413.333+j135.856
2025-01-01 00:02:00.00 PST,414.667+j136.294
2025-01-01 00:03:00.00 PST,416+j136.733
2025-01-01 00:04:00.00 PST,417.333+j137.171
2025-01-01 00:05:00.00 PST,418.667+j137.609
2025-01-01 00:06:00.00 PST,420+j138.047
2025-01-01 00:07:00.00 PST,409.333+j134.541
2025-01-01 00:08:00.00 PST,412+j135.418
2025-01-01 00:09:00.00 PST,494.667+j162.589
2025-01-01 00:10:00.02 PST,497.333+j163.465
2025-01-01 00:11:00.02 PST,496.667+j163.247
2025-01-01 00:12:00.02 PST,494.667+j162.589
2025-01-01 00:13:00.02 PST,402.667+j132.35
2025-01-01 00:14:00.02 PST,390.667+j128.406
2025-01-01 00:15:00.02 PST,392+j128.844
2025-01-01 00:16:00.02 PST,383.333+j125.995
2025-01-01 00:17:00.02 PST,400+j131.474
2025-01-01 00:18:00.02 PST,406.667+j133.665
2025-01-01 00:19:00.02 PST,426.667+j140.239
2025-01-01 00:20:00.02 PST,530+j174.203
2025-01-01 00:21:00.02 PST,436.667+j143.526
2025-01-01 00:22:00.02 PST,456.667+j150.099
2025-01-01 00:23:00.02 PST,470+j154.482
2025-01-01 00:24:00.02 PST,490+j161.055
2025-01-01 00:25:00.02 PST,510+j167.629
2025-01-01 00:26:00.02 PST,526.667+j173.107
2025-01-01 00:27:00.02 PST,526+j172.888
2025-01-01 00:28:00.02 PST,525.333+j172.669
2025-01-01 00:29:00.02 PST,634.667+j208.605
2025-01-01 00:30:00.02 PST,624+j205.099
2025-01-01 00:31:00.02 PST,620+j203.784
2025-01-01 00:32:00.02 PST,625.333+j205.537
2025-01-01 00:33:00.02 PST,630.667+j207.29
2025-01-01 00:34:00.02 PST,629.333+j206.852
2025-01-01 00:35:00.02 PST,631.333+j207.509
2025-01-01 00:36:00.02 PST,633.333+j208.166
2025-01-01 00:37:00.02 PST,634.667+j208.605
2025-01-01 00:38:00.02 PST,636+j209.043
