#timestamp,constant_power_C
2025-01-01 00:00:00.00 PST,100+j0
2025-01-01 00:01:00.00 PST,1391+j457.2
2025-01-01 00:02:00.00 PST,674+j221.533
2025-01-01 00:03:00.00 PST,705+j231.722
2025-01-01 00:04:00.00 PST,706+j232.051
2025-01-01 00:05:00.00 PST,748+j245.856
2025-01-01 00:06:00.00 PST,1139+j374.371
2025-01-01 00:07:00.00 PST,1140+j374.7
2025-01-01 00:08:00.00 PST,1143+j375.686
2025-01-01 00:09:00.00 PST,745+j244.87
2025-01-01 00:10:00.02 PST,747+j245.527
2025-01-01 00:11:00.02 PST,748+j245.856
2025-01-01 00:12:00.02 PST,749+j246.184
2025-01-01 00:13:00.02 PST,1387+j455.885
2025-01-01 00:14:00.02 PST,2045+j672.159
2025-01-01 00:15:00.02 PST,2043+j671.502
2025-01-01 00:16:00.02 PST,2047+j672.816
2025-01-01 00:17:00.02 PST,1748+j574.54
2025-01-01 00:18:00.02 PST,1083+j355.965
2025-01-01 00:19:00.02 PST,363+j119.312
2025-01-01 00:20:00.02 PST,633+j208.057
2025-01-01 00:21:00.02 PST,634+j208.386
2025-01-01 00:22:00.02 PST,637+j209.372
2025-01-01 00:23:00.02 PST,624+j205.099
2025-01-01 00:24:00.02 PST,557+j183.077
2025-01-01 00:25:00.02 PST,544+j178.804
2025-01-01 00:26:00.02 PST,578+j189.979
2025-01-01 00:27:00.02 PST,305+j100.249
2025-01-01 00:28:00.02 PST,292+j95.976
2025-01-01 00:29:00.02 PST,286+j94.004
2025-01-01 00:30:00.02 PST,381+j125.229
2025-01-01 00:31:00.02 PST,567+j186.364
2025-01-01 00:32:00.02 PST,576+j189.322
2025-01-01 00:33:00.02 PST,552+j181.434
2025-01-01 00:34:00.02 PST,536+j176.175
2025-01-01 00:35:00.02 PST,544+j178.804
2025-01-01 00:36:00.02 PST,554+j182.091
2025-01-01 00:37:00.02 PST,567+j186.364
2025-01-01 00:38:00.02 PST,294+j96.633
2025-01-01 00:39:00.02 PST,283+j93.018
2025-01-01 00:40:00.02 PST,316+j103.864
2025-01-01 00:41:00.02 PST,575+j188.993
2025-01-01 00:42:00.02 PST,185+j60.807
2025-01-01 00:43:00.02 PST,200+j65.737
2025-01-01 00:44:00.02 PST,375+j123.257
2025-01-01 00:45:00.02 PST,376+j123.585
2025-01-01 00:46:00.02 PST,406+j133.446
2025-01-01 00:47:00.02 PST,426+j140.019
2025-01-01 00:48:00.02 PST,496+j163.027
2025-01-01 00:49:00.02 PST,482+j158.426
2025-01-01 00:50:00.02 PST,495+j162.699
2025-01-01 00:51:00.02 PST,1228+j403.624
2025-01-01 00:52:00.02 PST,1134+j372.728
2025-01-01 00:53:00.02 PST,1117+j367.14
2025-01-01 00:54:00.02 PST,1752+j575.855
2025-01-01 00:55:00.02 PST,1753+j576.183
2025-01-01 00:56:00.02 PST,1777+j584.072
2025-01-01 00:57:00.02 PST,1785+j586.701
2025-01-01 00:58:00.02 PST,1123+j369.112
2025-01-01 00:59:00.02 PST,324+j106.494
2025-01-01 01:00:00.02 PST,315+j103.535
2025-01-01 01:01:00.02 PST,291+j95.647
2025-01-01 01:02:00.02 PST,288+j94.661
2025-01-01 01:03:00.02 PST,278+j91.374
2025-01-01 01:04:00.02 PST,277+j91.045
2025-01-01 01:05:00.02 PST,274+j90.059
2025-01-01 01:06:00.02 PST,270+j88.745
2025-01-01 01:07:00.02 PST,267+j87.759
2025-01-01 01:08:00.02 PST,443+j145.607
2025-01-01 01:09:00.02 PST,362+j118.984
2025-01-01 01:10:00.02 PST,357+j117.34
2025-01-01 01:11:00.02 PST,1020+j335.258
2025-01-01 01:12:00.02 PST,1006+j330.656
2025-01-01 01:13:00.02 PST,1016+j333.943
2025-01-01 01:14:00.02 PST,1019+j334.929
2025-01-01 01:15:00.02 PST,373+j122.599
2025-01-01 01:16:00.02 PST,363+j119.312
2025-01-01 01:17:00.02 PST,367+j120.627
2025-01-01 01:18:00.02 PST,964+j316.851
2025-01-01 01:19:00.02 PST,974+j320.138
2025-01-01 01:20:00.02 PST,983+j323.096
2025-01-01 01:21:00.02 PST,980+j322.11
2025-01-01 01:22:00.02 PST,350+j115.039
2025-01-01 01:23:00.02 PST,349+j114.711
2025-01-01 01:24:00.02 PST,339+j111.424
2025-01-01 01:25:00.02 PST,339+j111.424
2025-01-01 01:26:00.02 PST,349+j114.711
2025-01-01 01:27:00.02 PST,348+j114.382
2025-01-01 01:28:00.02 PST,995+j327.041
2025-01-01 01:29:00.02 PST,1015+j333.614
2025-01-01 01:30:00.02 PST,1018+j334.6
2025-01-01 01:31:00.02 PST,1014+j333.286
2025-01-01 01:32:00.02 PST,364+j119.641
2025-01-01 01:33:00.02 PST,374+j122.928
2025-01-01 01:34:00.02 PST,364+j119.641
2025-01-01 01:35:00.02 PST,974+j320.138
2025-01-01 01:36:00.02 PST,974+j320.138
2025-01-01 01:37:00.02 PST,984+j323.425
2025-01-01 01:38:00.02 PST,991+j325.726
2025-01-01 01:39:00.02 PST,361+j118.655
2025-01-01 01:40:00.02 PST,361+j118.655
2025-01-01 01:41:00.02 PST,362+j118.984
2025-01-01 01:42:00.02 PST,349+j114.711
2025-01-01 01:43:00.02 PST,1012+j332.628
2025-01-01 01:44:00.02 PST,1008+j331.314
2025-01-01 01:45:00.02 PST,1011+j332.3
2025-01-01 01:46:00.02 PST,1021+j335.586
2025-01-01 01:47:00.02 PST,360+j118.326
2025-01-01 01:48:00.02 PST,363+j119.312
2025-01-01 01:49:00.02 PST,366+j120.298
2025-01-01 01:50:00.02 PST,366+j120.298
2025-01-01 01:51:00.02 PST,372+j122.27
2025-01-01 01:52:00.02 PST,372+j122.27
2025-01-01 01:53:00.02 PST,982+j322.768
2025-01-01 01:54:00.02 PST,995+j327.041
2025-01-01 01:55:00.02 PST,999+j328.355
2025-01-01 01:56:00.02 PST,1009+j331.642
2025-01-01 01:57:00.02 PST,375+j123.257
2025-01-01 01:58:00.02 PST,952+j312.907
2025-01-01 01:59:00.02 PST,1022+j335.915
2025-01-01 02:00:00.02 PST,1032+j339.202
2025-01-01 02:01:00.02 PST,1042+j342.489
2025-01-01 02:02:00.02 PST,372+j122.27
2025-01-01 02:03:00.02 PST,367+j120.627
2025-01-01 02:04:00.02 PST,361+j118.655
2025-01-01 02:05:00.02 PST,332+j109.123
2025-01-01 02:06:00.02 PST,330+j108.466
2025-01-01 02:07:00.02 PST,321+j105.508
2025-01-01 02:08:00.02 PST,326+j107.151
2025-01-01 02:09:00.02 PST,330+j108.466
2025-01-01 02:10:00.02 PST,955+j313.893
2025-01-01 02:11:00.02 PST,960+j315.537
2025-01-01 02:12:00.02 PST,964+j316.851
2025-01-01 02:13:00.02 PST,963+j316.523
2025-01-01 02:14:00.02 PST,1002+j329.341
2025-01-01 02:15:00.02 PST,1000+j328.684
2025-01-01 02:16:00.02 PST,999+j328.355
2025-01-01 02:17:00.02 PST,1008+j331.314
2025-01-01 02:18:00.02 PST,341+j112.081
